gold_label	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	pairID	heuristic	subcase	template
entailment	( ( The managers ) ( ( helped ( ( the lawyers ) ( that ( recommended ( the students ) ) ) ) ) . ) )	( ( The lawyers ) ( ( recommended ( the students ) ) . ) )	(ROOT (S (NP (DT The) (NNS managers)) (VP (VBD helped) (NP (NP (DT the) (NNS lawyers)) (SBAR (WHNP (WDT that)) (S (VP (VBD recommended) (NP (DT the) (NNS students))))))) (. .)))	(ROOT (S (NP (DT The) (NNS lawyers)) (VP (VBD recommended) (NP (DT the) (NNS students))) (. .)))	The managers helped the lawyers that recommended the students .	The lawyers recommended the students .	ex5010	lexical_overlap	le_relative_clause	temp28
entailment	( ( The presidents ) ( ( admired ( ( the manager ) ( who ( mentioned ( the secretary ) ) ) ) ) . ) )	( ( The manager ) ( ( mentioned ( the secretary ) ) . ) )	(ROOT (S (NP (DT The) (NNS presidents)) (VP (VBD admired) (NP (NP (DT the) (NN manager)) (SBAR (WHNP (WP who)) (S (VP (VBD mentioned) (NP (DT the) (NN secretary))))))) (. .)))	(ROOT (S (NP (DT The) (NN manager)) (VP (VBD mentioned) (NP (DT the) (NN secretary))) (. .)))	The presidents admired the manager who mentioned the secretary .	The manager mentioned the secretary .	ex5011	lexical_overlap	le_relative_clause	temp28
entailment	( ( ( The students ) ( who ( ( the actor ) thanked ) ) ) ( ( contacted ( the lawyers ) ) . ) )	( ( The actor ) ( ( thanked ( the students ) ) . ) )	(ROOT (S (NP (NP (DT The) (NNS students)) (SBAR (WHNP (WP who)) (S (NP (DT the) (NN actor)) (VP (VBD thanked))))) (VP (VBD contacted) (NP (DT the) (NNS lawyers))) (. .)))	(ROOT (S (NP (DT The) (NN actor)) (VP (VBD thanked) (NP (DT the) (NNS students))) (. .)))	The students who the actor thanked contacted the lawyers .	The actor thanked the students .	ex5012	lexical_overlap	le_relative_clause	temp26
entailment	( ( ( The actors ) ( who ( avoided ( the senators ) ) ) ) ( ( encouraged ( the professor ) ) . ) )	( ( The actors ) ( ( avoided ( the senators ) ) . ) )	(ROOT (S (NP (NP (DT The) (NNS actors)) (SBAR (WHNP (WP who)) (S (VP (VBD avoided) (NP (DT the) (NNS senators)))))) (VP (VBD encouraged) (NP (DT the) (NN professor))) (. .)))	(ROOT (S (NP (DT The) (NNS actors)) (VP (VBD avoided) (NP (DT the) (NNS senators))) (. .)))	The actors who avoided the senators encouraged the professor .	The actors avoided the senators .	ex5013	lexical_overlap	le_relative_clause	temp27
entailment	( ( The students ) ( ( thanked ( ( the secretary ) ( that ( ( the manager ) introduced ) ) ) ) . ) )	( ( The manager ) ( ( introduced ( the secretary ) ) . ) )	(ROOT (S (NP (DT The) (NNS students)) (VP (VBD thanked) (NP (NP (DT the) (NN secretary)) (SBAR (WHNP (WDT that)) (S (NP (DT the) (NN manager)) (VP (VBD introduced)))))) (. .)))	(ROOT (S (NP (DT The) (NN manager)) (VP (VBD introduced) (NP (DT the) (NN secretary))) (. .)))	The students thanked the secretary that the manager introduced .	The manager introduced the secretary .	ex5014	lexical_overlap	le_relative_clause	temp29
entailment	( ( The president ) ( ( introduced ( ( the author ) ( that ( ( the athletes ) saw ) ) ) ) . ) )	( ( The athletes ) ( ( saw ( the author ) ) . ) )	(ROOT (S (NP (DT The) (NN president)) (VP (VBD introduced) (NP (NP (DT the) (NN author)) (SBAR (WHNP (WDT that)) (S (NP (DT the) (NNS athletes)) (VP (VBD saw)))))) (. .)))	(ROOT (S (NP (DT The) (NNS athletes)) (VP (VBD saw) (NP (DT the) (NN author))) (. .)))	The president introduced the author that the athletes saw .	The athletes saw the author .	ex5015	lexical_overlap	le_relative_clause	temp29
entailment	( ( ( The student ) ( who ( ( the lawyers ) helped ) ) ) ( ( believed ( the senators ) ) . ) )	( ( The lawyers ) ( ( helped ( the student ) ) . ) )	(ROOT (S (NP (NP (DT The) (NN student)) (SBAR (WHNP (WP who)) (S (NP (DT the) (NNS lawyers)) (VP (VBD helped))))) (VP (VBD believed) (NP (DT the) (NNS senators))) (. .)))	(ROOT (S (NP (DT The) (NNS lawyers)) (VP (VBD helped) (NP (DT the) (NN student))) (. .)))	The student who the lawyers helped believed the senators .	The lawyers helped the student .	ex5016	lexical_overlap	le_relative_clause	temp26
entailment	( ( ( The secretaries ) ( who ( thanked ( the artist ) ) ) ) ( ( called ( the tourists ) ) . ) )	( ( The secretaries ) ( ( thanked ( the artist ) ) . ) )	(ROOT (S (NP (NP (DT The) (NNS secretaries)) (SBAR (WHNP (WP who)) (S (VP (VBD thanked) (NP (DT the) (NN artist)))))) (VP (VBD called) (NP (DT the) (NNS tourists))) (. .)))	(ROOT (S (NP (DT The) (NNS secretaries)) (VP (VBD thanked) (NP (DT the) (NN artist))) (. .)))	The secretaries who thanked the artist called the tourists .	The secretaries thanked the artist .	ex5017	lexical_overlap	le_relative_clause	temp27
entailment	( ( The secretaries ) ( ( mentioned ( ( the president ) ( that ( ( the scientists ) recommended ) ) ) ) . ) )	( ( The scientists ) ( ( recommended ( the president ) ) . ) )	(ROOT (S (NP (DT The) (NNS secretaries)) (VP (VBD mentioned) (NP (NP (DT the) (NN president)) (SBAR (WHNP (WDT that)) (S (NP (DT the) (NNS scientists)) (VP (VBD recommended)))))) (. .)))	(ROOT (S (NP (DT The) (NNS scientists)) (VP (VBD recommended) (NP (DT the) (NN president))) (. .)))	The secretaries mentioned the president that the scientists recommended .	The scientists recommended the president .	ex5018	lexical_overlap	le_relative_clause	temp29
entailment	( ( ( The judge ) ( that ( ( the actors ) advised ) ) ) ( ( avoided ( the athletes ) ) . ) )	( ( The actors ) ( ( advised ( the judge ) ) . ) )	(ROOT (S (NP (NP (DT The) (NN judge)) (SBAR (WHNP (WDT that)) (S (NP (DT the) (NNS actors)) (VP (VBD advised))))) (VP (VBD avoided) (NP (DT the) (NNS athletes))) (. .)))	(ROOT (S (NP (DT The) (NNS actors)) (VP (VBD advised) (NP (DT the) (NN judge))) (. .)))	The judge that the actors advised avoided the athletes .	The actors advised the judge .	ex5019	lexical_overlap	le_relative_clause	temp26
entailment	( ( ( The senator ) ( that ( mentioned ( the tourists ) ) ) ) ( ( saw ( the professor ) ) . ) )	( ( The senator ) ( ( mentioned ( the tourists ) ) . ) )	(ROOT (S (NP (NP (DT The) (NN senator)) (SBAR (WHNP (WDT that)) (S (VP (VBD mentioned) (NP (DT the) (NNS tourists)))))) (VP (VBD saw) (NP (DT the) (NN professor))) (. .)))	(ROOT (S (NP (DT The) (NN senator)) (VP (VBD mentioned) (NP (DT the) (NNS tourists))) (. .)))	The senator that mentioned the tourists saw the professor .	The senator mentioned the tourists .	ex5020	lexical_overlap	le_relative_clause	temp27
entailment	( ( ( The scientist ) ( who ( encouraged ( the presidents ) ) ) ) ( ( thanked ( the senators ) ) . ) )	( ( The scientist ) ( ( encouraged ( the presidents ) ) . ) )	(ROOT (S (NP (NP (DT The) (NN scientist)) (SBAR (WHNP (WP who)) (S (VP (VBD encouraged) (NP (DT the) (NNS presidents)))))) (VP (VBD thanked) (NP (DT the) (NNS senators))) (. .)))	(ROOT (S (NP (DT The) (NN scientist)) (VP (VBD encouraged) (NP (DT the) (NNS presidents))) (. .)))	The scientist who encouraged the presidents thanked the senators .	The scientist encouraged the presidents .	ex5021	lexical_overlap	le_relative_clause	temp27
entailment	( ( The artists ) ( ( called ( ( the students ) ( who ( avoided ( the secretary ) ) ) ) ) . ) )	( ( The students ) ( ( avoided ( the secretary ) ) . ) )	(ROOT (S (NP (DT The) (NNS artists)) (VP (VBD called) (NP (NP (DT the) (NNS students)) (SBAR (WHNP (WP who)) (S (VP (VBD avoided) (NP (DT the) (NN secretary))))))) (. .)))	(ROOT (S (NP (DT The) (NNS students)) (VP (VBD avoided) (NP (DT the) (NN secretary))) (. .)))	The artists called the students who avoided the secretary .	The students avoided the secretary .	ex5022	lexical_overlap	le_relative_clause	temp28
entailment	( ( ( The actors ) ( that ( stopped ( the students ) ) ) ) ( ( recognized ( the doctors ) ) . ) )	( ( The actors ) ( ( stopped ( the students ) ) . ) )	(ROOT (S (NP (NP (DT The) (NNS actors)) (SBAR (WHNP (WDT that)) (S (VP (VBD stopped) (NP (DT the) (NNS students)))))) (VP (VBD recognized) (NP (DT the) (NNS doctors))) (. .)))	(ROOT (S (NP (DT The) (NNS actors)) (VP (VBD stopped) (NP (DT the) (NNS students))) (. .)))	The actors that stopped the students recognized the doctors .	The actors stopped the students .	ex5023	lexical_overlap	le_relative_clause	temp27
entailment	( ( ( The doctors ) ( that ( ( the tourists ) supported ) ) ) ( ( advised ( the secretary ) ) . ) )	( ( The tourists ) ( ( supported ( the doctors ) ) . ) )	(ROOT (S (NP (NP (DT The) (NNS doctors)) (SBAR (WHNP (WDT that)) (S (NP (DT the) (NNS tourists)) (VP (VBD supported))))) (VP (VBD advised) (NP (DT the) (NN secretary))) (. .)))	(ROOT (S (NP (DT The) (NNS tourists)) (VP (VBD supported) (NP (DT the) (NNS doctors))) (. .)))	The doctors that the tourists supported advised the secretary .	The tourists supported the doctors .	ex5024	lexical_overlap	le_relative_clause	temp26
entailment	( ( ( The scientists ) ( who ( ( the judges ) called ) ) ) ( ( supported ( the managers ) ) . ) )	( ( The judges ) ( ( called ( the scientists ) ) . ) )	(ROOT (S (NP (NP (DT The) (NNS scientists)) (SBAR (WHNP (WP who)) (S (NP (DT the) (NNS judges)) (VP (VBD called))))) (VP (VBD supported) (NP (DT the) (NNS managers))) (. .)))	(ROOT (S (NP (DT The) (NNS judges)) (VP (VBD called) (NP (DT the) (NNS scientists))) (. .)))	The scientists who the judges called supported the managers .	The judges called the scientists .	ex5025	lexical_overlap	le_relative_clause	temp26
entailment	( ( ( The secretary ) ( that ( recommended ( the scientists ) ) ) ) ( ( thanked ( the authors ) ) . ) )	( ( The secretary ) ( ( recommended ( the scientists ) ) . ) )	(ROOT (S (NP (NP (DT The) (NN secretary)) (SBAR (WHNP (WDT that)) (S (VP (VBD recommended) (NP (DT the) (NNS scientists)))))) (VP (VBD thanked) (NP (DT the) (NNS authors))) (. .)))	(ROOT (S (NP (DT The) (NN secretary)) (VP (VBD recommended) (NP (DT the) (NNS scientists))) (. .)))	The secretary that recommended the scientists thanked the authors .	The secretary recommended the scientists .	ex5026	lexical_overlap	le_relative_clause	temp27
entailment	( ( The banker ) ( ( advised ( ( the professors ) ( that ( recommended ( the manager ) ) ) ) ) . ) )	( ( The professors ) ( ( recommended ( the manager ) ) . ) )	(ROOT (S (NP (DT The) (NN banker)) (VP (VBD advised) (NP (NP (DT the) (NNS professors)) (SBAR (WHNP (WDT that)) (S (VP (VBD recommended) (NP (DT the) (NN manager))))))) (. .)))	(ROOT (S (NP (DT The) (NNS professors)) (VP (VBD recommended) (NP (DT the) (NN manager))) (. .)))	The banker advised the professors that recommended the manager .	The professors recommended the manager .	ex5027	lexical_overlap	le_relative_clause	temp28
entailment	( ( ( The banker ) ( that ( introduced ( the artists ) ) ) ) ( ( stopped ( the manager ) ) . ) )	( ( The banker ) ( ( introduced ( the artists ) ) . ) )	(ROOT (S (NP (NP (DT The) (NN banker)) (SBAR (WHNP (WDT that)) (S (VP (VBD introduced) (NP (DT the) (NNS artists)))))) (VP (VBD stopped) (NP (DT the) (NN manager))) (. .)))	(ROOT (S (NP (DT The) (NN banker)) (VP (VBD introduced) (NP (DT the) (NNS artists))) (. .)))	The banker that introduced the artists stopped the manager .	The banker introduced the artists .	ex5028	lexical_overlap	le_relative_clause	temp27
entailment	( ( ( The professors ) ( that ( contacted ( the students ) ) ) ) ( ( saw ( the author ) ) . ) )	( ( The professors ) ( ( contacted ( the students ) ) . ) )	(ROOT (S (NP (NP (DT The) (NNS professors)) (SBAR (WHNP (WDT that)) (S (VP (VBD contacted) (NP (DT the) (NNS students)))))) (VP (VBD saw) (NP (DT the) (NN author))) (. .)))	(ROOT (S (NP (DT The) (NNS professors)) (VP (VBD contacted) (NP (DT the) (NNS students))) (. .)))	The professors that contacted the students saw the author .	The professors contacted the students .	ex5029	lexical_overlap	le_relative_clause	temp27
entailment	( ( The scientists ) ( ( avoided ( ( the tourist ) ( who ( ( the secretaries ) stopped ) ) ) ) . ) )	( ( The secretaries ) ( ( stopped ( the tourist ) ) . ) )	(ROOT (S (NP (DT The) (NNS scientists)) (VP (VBD avoided) (NP (NP (DT the) (NN tourist)) (SBAR (WHNP (WP who)) (S (NP (DT the) (NNS secretaries)) (VP (VBD stopped)))))) (. .)))	(ROOT (S (NP (DT The) (NNS secretaries)) (VP (VBD stopped) (NP (DT the) (NN tourist))) (. .)))	The scientists avoided the tourist who the secretaries stopped .	The secretaries stopped the tourist .	ex5030	lexical_overlap	le_relative_clause	temp29
entailment	( ( ( The lawyers ) ( who ( ( the president ) contacted ) ) ) ( ( encouraged ( the student ) ) . ) )	( ( The president ) ( ( contacted ( the lawyers ) ) . ) )	(ROOT (S (NP (NP (DT The) (NNS lawyers)) (SBAR (WHNP (WP who)) (S (NP (DT the) (NN president)) (VP (VBD contacted))))) (VP (VBD encouraged) (NP (DT the) (NN student))) (. .)))	(ROOT (S (NP (DT The) (NN president)) (VP (VBD contacted) (NP (DT the) (NNS lawyers))) (. .)))	The lawyers who the president contacted encouraged the student .	The president contacted the lawyers .	ex5031	lexical_overlap	le_relative_clause	temp26
entailment	( ( The actors ) ( ( recognized ( ( the managers ) ( that ( ( the secretaries ) saw ) ) ) ) . ) )	( ( The secretaries ) ( ( saw ( the managers ) ) . ) )	(ROOT (S (NP (DT The) (NNS actors)) (VP (VBD recognized) (NP (NP (DT the) (NNS managers)) (SBAR (WHNP (WDT that)) (S (NP (DT the) (NNS secretaries)) (VP (VBD saw)))))) (. .)))	(ROOT (S (NP (DT The) (NNS secretaries)) (VP (VBD saw) (NP (DT the) (NNS managers))) (. .)))	The actors recognized the managers that the secretaries saw .	The secretaries saw the managers .	ex5032	lexical_overlap	le_relative_clause	temp29
entailment	( ( ( The judge ) ( that ( ( the athlete ) recognized ) ) ) ( ( encouraged ( the professors ) ) . ) )	( ( The athlete ) ( ( recognized ( the judge ) ) . ) )	(ROOT (S (NP (NP (DT The) (NN judge)) (SBAR (WHNP (WDT that)) (S (NP (DT the) (NN athlete)) (VP (VBD recognized))))) (VP (VBD encouraged) (NP (DT the) (NNS professors))) (. .)))	(ROOT (S (NP (DT The) (NN athlete)) (VP (VBD recognized) (NP (DT the) (NN judge))) (. .)))	The judge that the athlete recognized encouraged the professors .	The athlete recognized the judge .	ex5033	lexical_overlap	le_relative_clause	temp26
entailment	( ( ( The senators ) ( who ( thanked ( the secretaries ) ) ) ) ( ( saw ( the actors ) ) . ) )	( ( The senators ) ( ( thanked ( the secretaries ) ) . ) )	(ROOT (S (NP (NP (DT The) (NNS senators)) (SBAR (WHNP (WP who)) (S (VP (VBD thanked) (NP (DT the) (NNS secretaries)))))) (VP (VBD saw) (NP (DT the) (NNS actors))) (. .)))	(ROOT (S (NP (DT The) (NNS senators)) (VP (VBD thanked) (NP (DT the) (NNS secretaries))) (. .)))	The senators who thanked the secretaries saw the actors .	The senators thanked the secretaries .	ex5034	lexical_overlap	le_relative_clause	temp27
entailment	( ( The professor ) ( ( recommended ( ( the bankers ) ( that ( ( the president ) called ) ) ) ) . ) )	( ( The president ) ( ( called ( the bankers ) ) . ) )	(ROOT (S (NP (DT The) (NN professor)) (VP (VBD recommended) (NP (NP (DT the) (NNS bankers)) (SBAR (WHNP (WDT that)) (S (NP (DT the) (NN president)) (VP (VBD called)))))) (. .)))	(ROOT (S (NP (DT The) (NN president)) (VP (VBD called) (NP (DT the) (NNS bankers))) (. .)))	The professor recommended the bankers that the president called .	The president called the bankers .	ex5035	lexical_overlap	le_relative_clause	temp29
entailment	( ( The authors ) ( ( stopped ( ( the athletes ) ( who ( introduced ( the scientists ) ) ) ) ) . ) )	( ( The athletes ) ( ( introduced ( the scientists ) ) . ) )	(ROOT (S (NP (DT The) (NNS authors)) (VP (VBD stopped) (NP (NP (DT the) (NNS athletes)) (SBAR (WHNP (WP who)) (S (VP (VBD introduced) (NP (DT the) (NNS scientists))))))) (. .)))	(ROOT (S (NP (DT The) (NNS athletes)) (VP (VBD introduced) (NP (DT the) (NNS scientists))) (. .)))	The authors stopped the athletes who introduced the scientists .	The athletes introduced the scientists .	ex5036	lexical_overlap	le_relative_clause	temp28
entailment	( ( The doctors ) ( ( contacted ( ( the athletes ) ( who ( believed ( the actors ) ) ) ) ) . ) )	( ( The athletes ) ( ( believed ( the actors ) ) . ) )	(ROOT (S (NP (DT The) (NNS doctors)) (VP (VBD contacted) (NP (NP (DT the) (NNS athletes)) (SBAR (WHNP (WP who)) (S (VP (VBD believed) (NP (DT the) (NNS actors))))))) (. .)))	(ROOT (S (NP (DT The) (NNS athletes)) (VP (VBD believed) (NP (DT the) (NNS actors))) (. .)))	The doctors contacted the athletes who believed the actors .	The athletes believed the actors .	ex5037	lexical_overlap	le_relative_clause	temp28
entailment	( ( The senator ) ( ( advised ( ( the professors ) ( that ( ( the artist ) introduced ) ) ) ) . ) )	( ( The artist ) ( ( introduced ( the professors ) ) . ) )	(ROOT (S (NP (DT The) (NN senator)) (VP (VBD advised) (NP (NP (DT the) (NNS professors)) (SBAR (WHNP (WDT that)) (S (NP (DT the) (NN artist)) (VP (VBD introduced)))))) (. .)))	(ROOT (S (NP (DT The) (NN artist)) (VP (VBD introduced) (NP (DT the) (NNS professors))) (. .)))	The senator advised the professors that the artist introduced .	The artist introduced the professors .	ex5038	lexical_overlap	le_relative_clause	temp29
entailment	( ( The judge ) ( ( mentioned ( ( the bankers ) ( who ( introduced ( the secretary ) ) ) ) ) . ) )	( ( The bankers ) ( ( introduced ( the secretary ) ) . ) )	(ROOT (S (NP (DT The) (NN judge)) (VP (VBD mentioned) (NP (NP (DT the) (NNS bankers)) (SBAR (WHNP (WP who)) (S (VP (VBD introduced) (NP (DT the) (NN secretary))))))) (. .)))	(ROOT (S (NP (DT The) (NNS bankers)) (VP (VBD introduced) (NP (DT the) (NN secretary))) (. .)))	The judge mentioned the bankers who introduced the secretary .	The bankers introduced the secretary .	ex5039	lexical_overlap	le_relative_clause	temp28
entailment	( ( ( The scientist ) ( that ( avoided ( the athletes ) ) ) ) ( ( called ( the professors ) ) . ) )	( ( The scientist ) ( ( avoided ( the athletes ) ) . ) )	(ROOT (S (NP (NP (DT The) (NN scientist)) (SBAR (WHNP (WDT that)) (S (VP (VBD avoided) (NP (DT the) (NNS athletes)))))) (VP (VBD called) (NP (DT the) (NNS professors))) (. .)))	(ROOT (S (NP (DT The) (NN scientist)) (VP (VBD avoided) (NP (DT the) (NNS athletes))) (. .)))	The scientist that avoided the athletes called the professors .	The scientist avoided the athletes .	ex5040	lexical_overlap	le_relative_clause	temp27
entailment	( ( The lawyer ) ( ( avoided ( ( the manager ) ( that ( ( the athlete ) called ) ) ) ) . ) )	( ( The athlete ) ( ( called ( the manager ) ) . ) )	(ROOT (S (NP (DT The) (NN lawyer)) (VP (VBD avoided) (NP (NP (DT the) (NN manager)) (SBAR (WHNP (WDT that)) (S (NP (DT the) (NN athlete)) (VP (VBD called)))))) (. .)))	(ROOT (S (NP (DT The) (NN athlete)) (VP (VBD called) (NP (DT the) (NN manager))) (. .)))	The lawyer avoided the manager that the athlete called .	The athlete called the manager .	ex5041	lexical_overlap	le_relative_clause	temp29
entailment	( ( The managers ) ( ( avoided ( ( the banker ) ( who ( ( the senator ) supported ) ) ) ) . ) )	( ( The senator ) ( ( supported ( the banker ) ) . ) )	(ROOT (S (NP (DT The) (NNS managers)) (VP (VBD avoided) (NP (NP (DT the) (NN banker)) (SBAR (WHNP (WP who)) (S (NP (DT the) (NN senator)) (VP (VBD supported)))))) (. .)))	(ROOT (S (NP (DT The) (NN senator)) (VP (VBD supported) (NP (DT the) (NN banker))) (. .)))	The managers avoided the banker who the senator supported .	The senator supported the banker .	ex5042	lexical_overlap	le_relative_clause	temp29
entailment	( ( ( The artist ) ( who ( ( the actor ) contacted ) ) ) ( ( mentioned ( the managers ) ) . ) )	( ( The actor ) ( ( contacted ( the artist ) ) . ) )	(ROOT (S (NP (NP (DT The) (NN artist)) (SBAR (WHNP (WP who)) (S (NP (DT the) (NN actor)) (VP (VBD contacted))))) (VP (VBD mentioned) (NP (DT the) (NNS managers))) (. .)))	(ROOT (S (NP (DT The) (NN actor)) (VP (VBD contacted) (NP (DT the) (NN artist))) (. .)))	The artist who the actor contacted mentioned the managers .	The actor contacted the artist .	ex5043	lexical_overlap	le_relative_clause	temp26
entailment	( ( ( The athletes ) ( who ( recommended ( the artists ) ) ) ) ( ( avoided ( the managers ) ) . ) )	( ( The athletes ) ( ( recommended ( the artists ) ) . ) )	(ROOT (S (NP (NP (DT The) (NNS athletes)) (SBAR (WHNP (WP who)) (S (VP (VBD recommended) (NP (DT the) (NNS artists)))))) (VP (VBD avoided) (NP (DT the) (NNS managers))) (. .)))	(ROOT (S (NP (DT The) (NNS athletes)) (VP (VBD recommended) (NP (DT the) (NNS artists))) (. .)))	The athletes who recommended the artists avoided the managers .	The athletes recommended the artists .	ex5044	lexical_overlap	le_relative_clause	temp27
