gold_label	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	pairID	heuristic	subcase	template
entailment	( ( After ( ( the tourist ) ( called ( the professors ) ) ) ) ( , ( ( ( the doctors ) resigned ) . ) ) )	( ( The tourist ) ( ( called ( the professors ) ) . ) )	(ROOT (S (SBAR (IN After) (S (NP (DT the) (NN tourist)) (VP (VBD called) (NP (DT the) (NN professors))))) (, ,) (S (NP (DT the) (NNS doctors)) (VP (VBD resigned))) (. .)))	(ROOT (S (NP (DT The) (NN tourist)) (VP (VBD called) (NP (DT the) (NN professors))) (. .)))	After the tourist called the professors , the doctors resigned .	The tourist called the professors .	ex25010	constituent	ce_embedded_under_since	temp59
entailment	( ( Before ( ( the senator ) waited ) ) ( , ( ( ( the scientist ) performed ) . ) ) )	( ( The senator ) ( waited . ) )	(ROOT (S (SBAR (IN Before) (S (NP (DT the) (NN senator)) (VP (VBD waited)))) (, ,) (S (NP (DT the) (NN scientist)) (VP (VBD performed))) (. .)))	(ROOT (S (NP (DT The) (NN senator)) (VP (VBD waited)) (. .)))	Before the senator waited , the scientist performed .	The senator waited .	ex25011	constituent	ce_embedded_under_since	temp59
entailment	( ( Although ( ( the author ) ( stopped ( the judge ) ) ) ) ( , ( ( ( the managers ) slept ) . ) ) )	( ( The author ) ( ( stopped ( the judge ) ) . ) )	(ROOT (S (SBAR (IN Although) (S (NP (DT the) (NN author)) (VP (VBD stopped) (NP (DT the) (NN judge))))) (, ,) (S (NP (DT the) (NNS managers)) (VP (VBD slept))) (. .)))	(ROOT (S (NP (DT The) (NN author)) (VP (VBD stopped) (NP (DT the) (NN judge))) (. .)))	Although the author stopped the judge , the managers slept .	The author stopped the judge .	ex25012	constituent	ce_embedded_under_since	temp59
entailment	( ( Although ( ( the athlete ) ( recognized ( the student ) ) ) ) ( , ( ( ( the president ) ( saw ( the tourist ) ) ) . ) ) )	( ( The athlete ) ( ( recognized ( the student ) ) . ) )	(ROOT (S (SBAR (IN Although) (S (NP (DT the) (NN athlete)) (VP (VBD recognized) (NP (DT the) (NN student))))) (, ,) (S (NP (DT the) (NN president)) (VP (VBD saw) (NP (DT the) (NN tourist)))) (. .)))	(ROOT (S (NP (DT The) (NN athlete)) (VP (VBD recognized) (NP (DT the) (NN student))) (. .)))	Although the athlete recognized the student , the president saw the tourist .	The athlete recognized the student .	ex25013	constituent	ce_embedded_under_since	temp59
entailment	( ( After ( ( the secretaries ) waited ) ) ( , ( ( ( the presidents ) slept ) . ) ) )	( ( The secretaries ) ( waited . ) )	(ROOT (S (SBAR (IN After) (S (NP (DT the) (NNS secretaries)) (VP (VBD waited)))) (, ,) (S (NP (DT the) (NNS presidents)) (VP (VBD slept))) (. .)))	(ROOT (S (NP (DT The) (NNS secretaries)) (VP (VBD waited)) (. .)))	After the secretaries waited , the presidents slept .	The secretaries waited .	ex25014	constituent	ce_embedded_under_since	temp59
entailment	( ( After ( ( the doctors ) ran ) ) ( , ( ( ( the student ) resigned ) . ) ) )	( ( The doctors ) ( ran . ) )	(ROOT (S (SBAR (IN After) (S (NP (DT the) (NNS doctors)) (VP (VBD ran)))) (, ,) (S (NP (DT the) (NN student)) (VP (VBD resigned))) (. .)))	(ROOT (S (NP (DT The) (NNS doctors)) (VP (VBD ran)) (. .)))	After the doctors ran , the student resigned .	The doctors ran .	ex25015	constituent	ce_embedded_under_since	temp59
entailment	( ( Though ( ( the artists ) ( recommended ( the bankers ) ) ) ) ( , ( ( ( the actors ) ( advised ( the lawyer ) ) ) . ) ) )	( ( The artists ) ( ( recommended ( the bankers ) ) . ) )	(ROOT (S (SBAR (IN Though) (S (NP (DT the) (NNS artists)) (VP (VBD recommended) (NP (DT the) (NN bankers))))) (, ,) (S (NP (DT the) (NNS actors)) (VP (VBD advised) (NP (DT the) (NN lawyer)))) (. .)))	(ROOT (S (NP (DT The) (NNS artists)) (VP (VBD recommended) (NP (DT the) (NN bankers))) (. .)))	Though the artists recommended the bankers , the actors advised the lawyer .	The artists recommended the bankers .	ex25016	constituent	ce_embedded_under_since	temp59
entailment	( ( Since ( ( the tourist ) ( stopped ( the authors ) ) ) ) ( , ( ( ( the manager ) ( helped ( the banker ) ) ) . ) ) )	( ( The tourist ) ( ( stopped ( the authors ) ) . ) )	(ROOT (S (SBAR (IN Since) (S (NP (DT the) (NN tourist)) (VP (VBD stopped) (NP (DT the) (NN authors))))) (, ,) (S (NP (DT the) (NN manager)) (VP (VBD helped) (NP (DT the) (NN banker)))) (. .)))	(ROOT (S (NP (DT The) (NN tourist)) (VP (VBD stopped) (NP (DT the) (NN authors))) (. .)))	Since the tourist stopped the authors , the manager helped the banker .	The tourist stopped the authors .	ex25017	constituent	ce_embedded_under_since	temp59
entailment	( ( Since ( ( the authors ) ( avoided ( the senators ) ) ) ) ( , ( ( ( the doctors ) waited ) . ) ) )	( ( The authors ) ( ( avoided ( the senators ) ) . ) )	(ROOT (S (SBAR (IN Since) (S (NP (DT the) (NNS authors)) (VP (VBD avoided) (NP (DT the) (NN senators))))) (, ,) (S (NP (DT the) (NNS doctors)) (VP (VBD waited))) (. .)))	(ROOT (S (NP (DT The) (NNS authors)) (VP (VBD avoided) (NP (DT the) (NN senators))) (. .)))	Since the authors avoided the senators , the doctors waited .	The authors avoided the senators .	ex25018	constituent	ce_embedded_under_since	temp59
entailment	( ( While ( ( the doctor ) ( contacted ( the secretaries ) ) ) ) ( , ( ( ( the tourist ) ( recognized ( the athlete ) ) ) . ) ) )	( ( The doctor ) ( ( contacted ( the secretaries ) ) . ) )	(ROOT (S (SBAR (IN While) (S (NP (DT the) (NN doctor)) (VP (VBD contacted) (NP (DT the) (NN secretaries))))) (, ,) (S (NP (DT the) (NN tourist)) (VP (VBD recognized) (NP (DT the) (NN athlete)))) (. .)))	(ROOT (S (NP (DT The) (NN doctor)) (VP (VBD contacted) (NP (DT the) (NN secretaries))) (. .)))	While the doctor contacted the secretaries , the tourist recognized the athlete .	The doctor contacted the secretaries .	ex25019	constituent	ce_embedded_under_since	temp59
entailment	( ( Since ( ( the senators ) ( recognized ( the artists ) ) ) ) ( , ( ( ( the lawyers ) resigned ) . ) ) )	( ( The senators ) ( ( recognized ( the artists ) ) . ) )	(ROOT (S (SBAR (IN Since) (S (NP (DT the) (NNS senators)) (VP (VBD recognized) (NP (DT the) (NN artists))))) (, ,) (S (NP (DT the) (NNS lawyers)) (VP (VBD resigned))) (. .)))	(ROOT (S (NP (DT The) (NNS senators)) (VP (VBD recognized) (NP (DT the) (NN artists))) (. .)))	Since the senators recognized the artists , the lawyers resigned .	The senators recognized the artists .	ex25020	constituent	ce_embedded_under_since	temp59
entailment	( ( After ( ( the secretaries ) ( supported ( the athlete ) ) ) ) ( , ( ( ( the artists ) ( recognized ( the banker ) ) ) . ) ) )	( ( The secretaries ) ( ( supported ( the athlete ) ) . ) )	(ROOT (S (SBAR (IN After) (S (NP (DT the) (NNS secretaries)) (VP (VBD supported) (NP (DT the) (NN athlete))))) (, ,) (S (NP (DT the) (NNS artists)) (VP (VBD recognized) (NP (DT the) (NN banker)))) (. .)))	(ROOT (S (NP (DT The) (NNS secretaries)) (VP (VBD supported) (NP (DT the) (NN athlete))) (. .)))	After the secretaries supported the athlete , the artists recognized the banker .	The secretaries supported the athlete .	ex25021	constituent	ce_embedded_under_since	temp59
entailment	( ( While ( ( the scientist ) slept ) ) ( , ( ( ( the lawyer ) ( thanked ( the actors ) ) ) . ) ) )	( ( The scientist ) ( slept . ) )	(ROOT (S (SBAR (IN While) (S (NP (DT the) (NN scientist)) (VP (VBD slept)))) (, ,) (S (NP (DT the) (NN lawyer)) (VP (VBD thanked) (NP (DT the) (NN actors)))) (. .)))	(ROOT (S (NP (DT The) (NN scientist)) (VP (VBD slept)) (. .)))	While the scientist slept , the lawyer thanked the actors .	The scientist slept .	ex25022	constituent	ce_embedded_under_since	temp59
entailment	( ( After ( ( the tourist ) danced ) ) ( , ( ( ( the student ) ( avoided ( the professors ) ) ) . ) ) )	( ( The tourist ) ( danced . ) )	(ROOT (S (SBAR (IN After) (S (NP (DT the) (NN tourist)) (VP (VBD danced)))) (, ,) (S (NP (DT the) (NN student)) (VP (VBD avoided) (NP (DT the) (NN professors)))) (. .)))	(ROOT (S (NP (DT The) (NN tourist)) (VP (VBD danced)) (. .)))	After the tourist danced , the student avoided the professors .	The tourist danced .	ex25023	constituent	ce_embedded_under_since	temp59
entailment	( ( Because ( ( the judges ) danced ) ) ( , ( ( ( the author ) ( introduced ( the professor ) ) ) . ) ) )	( ( The judges ) ( danced . ) )	(ROOT (S (SBAR (IN Because) (S (NP (DT the) (NNS judges)) (VP (VBD danced)))) (, ,) (S (NP (DT the) (NN author)) (VP (VBD introduced) (NP (DT the) (NN professor)))) (. .)))	(ROOT (S (NP (DT The) (NNS judges)) (VP (VBD danced)) (. .)))	Because the judges danced , the author introduced the professor .	The judges danced .	ex25024	constituent	ce_embedded_under_since	temp59
entailment	( ( Since ( ( the senators ) ( helped ( the tourist ) ) ) ) ( , ( ( ( the student ) ( supported ( the actors ) ) ) . ) ) )	( ( The senators ) ( ( helped ( the tourist ) ) . ) )	(ROOT (S (SBAR (IN Since) (S (NP (DT the) (NNS senators)) (VP (VBD helped) (NP (DT the) (NN tourist))))) (, ,) (S (NP (DT the) (NN student)) (VP (VBD supported) (NP (DT the) (NN actors)))) (. .)))	(ROOT (S (NP (DT The) (NNS senators)) (VP (VBD helped) (NP (DT the) (NN tourist))) (. .)))	Since the senators helped the tourist , the student supported the actors .	The senators helped the tourist .	ex25025	constituent	ce_embedded_under_since	temp59
entailment	( ( Since ( ( the president ) shouted ) ) ( , ( ( ( the doctor ) ( encouraged ( the tourists ) ) ) . ) ) )	( ( The president ) ( shouted . ) )	(ROOT (S (SBAR (IN Since) (S (NP (DT the) (NN president)) (VP (VBD shouted)))) (, ,) (S (NP (DT the) (NN doctor)) (VP (VBD encouraged) (NP (DT the) (NN tourists)))) (. .)))	(ROOT (S (NP (DT The) (NN president)) (VP (VBD shouted)) (. .)))	Since the president shouted , the doctor encouraged the tourists .	The president shouted .	ex25026	constituent	ce_embedded_under_since	temp59
entailment	( ( Although ( ( the athletes ) ( believed ( the senator ) ) ) ) ( , ( ( ( the students ) ( recommended ( the secretary ) ) ) . ) ) )	( ( The athletes ) ( ( believed ( the senator ) ) . ) )	(ROOT (S (SBAR (IN Although) (S (NP (DT the) (NNS athletes)) (VP (VBD believed) (NP (DT the) (NN senator))))) (, ,) (S (NP (DT the) (NNS students)) (VP (VBD recommended) (NP (DT the) (NN secretary)))) (. .)))	(ROOT (S (NP (DT The) (NNS athletes)) (VP (VBD believed) (NP (DT the) (NN senator))) (. .)))	Although the athletes believed the senator , the students recommended the secretary .	The athletes believed the senator .	ex25027	constituent	ce_embedded_under_since	temp59
entailment	( ( Because ( ( the student ) danced ) ) ( , ( ( ( the tourist ) performed ) . ) ) )	( ( The student ) ( danced . ) )	(ROOT (S (SBAR (IN Because) (S (NP (DT the) (NN student)) (VP (VBD danced)))) (, ,) (S (NP (DT the) (NN tourist)) (VP (VBD performed))) (. .)))	(ROOT (S (NP (DT The) (NN student)) (VP (VBD danced)) (. .)))	Because the student danced , the tourist performed .	The student danced .	ex25028	constituent	ce_embedded_under_since	temp59
entailment	( ( Although ( ( the doctor ) shouted ) ) ( , ( ( ( the tourist ) danced ) . ) ) )	( ( The doctor ) ( shouted . ) )	(ROOT (S (SBAR (IN Although) (S (NP (DT the) (NN doctor)) (VP (VBD shouted)))) (, ,) (S (NP (DT the) (NN tourist)) (VP (VBD danced))) (. .)))	(ROOT (S (NP (DT The) (NN doctor)) (VP (VBD shouted)) (. .)))	Although the doctor shouted , the tourist danced .	The doctor shouted .	ex25029	constituent	ce_embedded_under_since	temp59
entailment	( ( Though ( ( the bankers ) ( saw ( the actor ) ) ) ) ( , ( ( ( the scientists ) resigned ) . ) ) )	( ( The bankers ) ( ( saw ( the actor ) ) . ) )	(ROOT (S (SBAR (IN Though) (S (NP (DT the) (NNS bankers)) (VP (VBD saw) (NP (DT the) (NN actor))))) (, ,) (S (NP (DT the) (NNS scientists)) (VP (VBD resigned))) (. .)))	(ROOT (S (NP (DT The) (NNS bankers)) (VP (VBD saw) (NP (DT the) (NN actor))) (. .)))	Though the bankers saw the actor , the scientists resigned .	The bankers saw the actor .	ex25030	constituent	ce_embedded_under_since	temp59
entailment	( ( Since ( ( the artists ) ( called ( the students ) ) ) ) ( , ( ( ( the judges ) waited ) . ) ) )	( ( The artists ) ( ( called ( the students ) ) . ) )	(ROOT (S (SBAR (IN Since) (S (NP (DT the) (NNS artists)) (VP (VBD called) (NP (DT the) (NN students))))) (, ,) (S (NP (DT the) (NNS judges)) (VP (VBD waited))) (. .)))	(ROOT (S (NP (DT The) (NNS artists)) (VP (VBD called) (NP (DT the) (NN students))) (. .)))	Since the artists called the students , the judges waited .	The artists called the students .	ex25031	constituent	ce_embedded_under_since	temp59
entailment	( ( Since ( ( the scientists ) arrived ) ) ( , ( ( ( the lawyer ) slept ) . ) ) )	( ( The scientists ) ( arrived . ) )	(ROOT (S (SBAR (IN Since) (S (NP (DT the) (NNS scientists)) (VP (VBD arrived)))) (, ,) (S (NP (DT the) (NN lawyer)) (VP (VBD slept))) (. .)))	(ROOT (S (NP (DT The) (NNS scientists)) (VP (VBD arrived)) (. .)))	Since the scientists arrived , the lawyer slept .	The scientists arrived .	ex25032	constituent	ce_embedded_under_since	temp59
entailment	( ( After ( ( the judges ) slept ) ) ( , ( ( ( the bankers ) ( admired ( the author ) ) ) . ) ) )	( ( The judges ) ( slept . ) )	(ROOT (S (SBAR (IN After) (S (NP (DT the) (NNS judges)) (VP (VBD slept)))) (, ,) (S (NP (DT the) (NNS bankers)) (VP (VBD admired) (NP (DT the) (NN author)))) (. .)))	(ROOT (S (NP (DT The) (NNS judges)) (VP (VBD slept)) (. .)))	After the judges slept , the bankers admired the author .	The judges slept .	ex25033	constituent	ce_embedded_under_since	temp59
entailment	( ( Before ( ( the judges ) ( advised ( the actor ) ) ) ) ( , ( ( ( the student ) ( mentioned ( the senators ) ) ) . ) ) )	( ( The judges ) ( ( advised ( the actor ) ) . ) )	(ROOT (S (SBAR (IN Before) (S (NP (DT the) (NNS judges)) (VP (VBD advised) (NP (DT the) (NN actor))))) (, ,) (S (NP (DT the) (NN student)) (VP (VBD mentioned) (NP (DT the) (NN senators)))) (. .)))	(ROOT (S (NP (DT The) (NNS judges)) (VP (VBD advised) (NP (DT the) (NN actor))) (. .)))	Before the judges advised the actor , the student mentioned the senators .	The judges advised the actor .	ex25034	constituent	ce_embedded_under_since	temp59
entailment	( ( Though ( ( the judge ) ( avoided ( the students ) ) ) ) ( , ( ( ( the lawyer ) ( mentioned ( the secretary ) ) ) . ) ) )	( ( The judge ) ( ( avoided ( the students ) ) . ) )	(ROOT (S (SBAR (IN Though) (S (NP (DT the) (NN judge)) (VP (VBD avoided) (NP (DT the) (NN students))))) (, ,) (S (NP (DT the) (NN lawyer)) (VP (VBD mentioned) (NP (DT the) (NN secretary)))) (. .)))	(ROOT (S (NP (DT The) (NN judge)) (VP (VBD avoided) (NP (DT the) (NN students))) (. .)))	Though the judge avoided the students , the lawyer mentioned the secretary .	The judge avoided the students .	ex25035	constituent	ce_embedded_under_since	temp59
entailment	( ( While ( ( the senator ) resigned ) ) ( , ( ( ( the tourist ) ( mentioned ( the secretary ) ) ) . ) ) )	( ( The senator ) ( resigned . ) )	(ROOT (S (SBAR (IN While) (S (NP (DT the) (NN senator)) (VP (VBD resigned)))) (, ,) (S (NP (DT the) (NN tourist)) (VP (VBD mentioned) (NP (DT the) (NN secretary)))) (. .)))	(ROOT (S (NP (DT The) (NN senator)) (VP (VBD resigned)) (. .)))	While the senator resigned , the tourist mentioned the secretary .	The senator resigned .	ex25036	constituent	ce_embedded_under_since	temp59
entailment	( ( While ( ( the tourists ) ( recognized ( the secretaries ) ) ) ) ( , ( ( ( the judge ) ( helped ( the banker ) ) ) . ) ) )	( ( The tourists ) ( ( recognized ( the secretaries ) ) . ) )	(ROOT (S (SBAR (IN While) (S (NP (DT the) (NNS tourists)) (VP (VBD recognized) (NP (DT the) (NN secretaries))))) (, ,) (S (NP (DT the) (NN judge)) (VP (VBD helped) (NP (DT the) (NN banker)))) (. .)))	(ROOT (S (NP (DT The) (NNS tourists)) (VP (VBD recognized) (NP (DT the) (NN secretaries))) (. .)))	While the tourists recognized the secretaries , the judge helped the banker .	The tourists recognized the secretaries .	ex25037	constituent	ce_embedded_under_since	temp59
entailment	( ( Because ( ( the bankers ) ( avoided ( the author ) ) ) ) ( , ( ( ( the secretaries ) arrived ) . ) ) )	( ( The bankers ) ( ( avoided ( the author ) ) . ) )	(ROOT (S (SBAR (IN Because) (S (NP (DT the) (NNS bankers)) (VP (VBD avoided) (NP (DT the) (NN author))))) (, ,) (S (NP (DT the) (NNS secretaries)) (VP (VBD arrived))) (. .)))	(ROOT (S (NP (DT The) (NNS bankers)) (VP (VBD avoided) (NP (DT the) (NN author))) (. .)))	Because the bankers avoided the author , the secretaries arrived .	The bankers avoided the author .	ex25038	constituent	ce_embedded_under_since	temp59
entailment	( ( Although ( ( the banker ) ( supported ( the authors ) ) ) ) ( , ( ( ( the scientist ) waited ) . ) ) )	( ( The banker ) ( ( supported ( the authors ) ) . ) )	(ROOT (S (SBAR (IN Although) (S (NP (DT the) (NN banker)) (VP (VBD supported) (NP (DT the) (NN authors))))) (, ,) (S (NP (DT the) (NN scientist)) (VP (VBD waited))) (. .)))	(ROOT (S (NP (DT The) (NN banker)) (VP (VBD supported) (NP (DT the) (NN authors))) (. .)))	Although the banker supported the authors , the scientist waited .	The banker supported the authors .	ex25039	constituent	ce_embedded_under_since	temp59
entailment	( ( While ( ( the artists ) ( stopped ( the doctors ) ) ) ) ( , ( ( ( the president ) ( called ( the student ) ) ) . ) ) )	( ( The artists ) ( ( stopped ( the doctors ) ) . ) )	(ROOT (S (SBAR (IN While) (S (NP (DT the) (NNS artists)) (VP (VBD stopped) (NP (DT the) (NN doctors))))) (, ,) (S (NP (DT the) (NN president)) (VP (VBD called) (NP (DT the) (NN student)))) (. .)))	(ROOT (S (NP (DT The) (NNS artists)) (VP (VBD stopped) (NP (DT the) (NN doctors))) (. .)))	While the artists stopped the doctors , the president called the student .	The artists stopped the doctors .	ex25040	constituent	ce_embedded_under_since	temp59
entailment	( ( Since ( ( the tourists ) danced ) ) ( , ( ( ( the managers ) ( avoided ( the students ) ) ) . ) ) )	( ( The tourists ) ( danced . ) )	(ROOT (S (SBAR (IN Since) (S (NP (DT the) (NNS tourists)) (VP (VBD danced)))) (, ,) (S (NP (DT the) (NNS managers)) (VP (VBD avoided) (NP (DT the) (NN students)))) (. .)))	(ROOT (S (NP (DT The) (NNS tourists)) (VP (VBD danced)) (. .)))	Since the tourists danced , the managers avoided the students .	The tourists danced .	ex25041	constituent	ce_embedded_under_since	temp59
entailment	( ( While ( ( the judge ) ( recommended ( the manager ) ) ) ) ( , ( ( ( the actors ) performed ) . ) ) )	( ( The judge ) ( ( recommended ( the manager ) ) . ) )	(ROOT (S (SBAR (IN While) (S (NP (DT the) (NN judge)) (VP (VBD recommended) (NP (DT the) (NN manager))))) (, ,) (S (NP (DT the) (NNS actors)) (VP (VBD performed))) (. .)))	(ROOT (S (NP (DT The) (NN judge)) (VP (VBD recommended) (NP (DT the) (NN manager))) (. .)))	While the judge recommended the manager , the actors performed .	The judge recommended the manager .	ex25042	constituent	ce_embedded_under_since	temp59
entailment	( ( Since ( ( the secretary ) ( contacted ( the actor ) ) ) ) ( , ( ( ( the tourists ) ( avoided ( the president ) ) ) . ) ) )	( ( The secretary ) ( ( contacted ( the actor ) ) . ) )	(ROOT (S (SBAR (IN Since) (S (NP (DT the) (NN secretary)) (VP (VBD contacted) (NP (DT the) (NN actor))))) (, ,) (S (NP (DT the) (NNS tourists)) (VP (VBD avoided) (NP (DT the) (NN president)))) (. .)))	(ROOT (S (NP (DT The) (NN secretary)) (VP (VBD contacted) (NP (DT the) (NN actor))) (. .)))	Since the secretary contacted the actor , the tourists avoided the president .	The secretary contacted the actor .	ex25043	constituent	ce_embedded_under_since	temp59
entailment	( ( Because ( ( the tourists ) ( encouraged ( the lawyer ) ) ) ) ( , ( ( ( the athlete ) ( recommended ( the managers ) ) ) . ) ) )	( ( The tourists ) ( ( encouraged ( the lawyer ) ) . ) )	(ROOT (S (SBAR (IN Because) (S (NP (DT the) (NNS tourists)) (VP (VBD encouraged) (NP (DT the) (NN lawyer))))) (, ,) (S (NP (DT the) (NN athlete)) (VP (VBD recommended) (NP (DT the) (NN managers)))) (. .)))	(ROOT (S (NP (DT The) (NNS tourists)) (VP (VBD encouraged) (NP (DT the) (NN lawyer))) (. .)))	Because the tourists encouraged the lawyer , the athlete recommended the managers .	The tourists encouraged the lawyer .	ex25044	constituent	ce_embedded_under_since	temp59
entailment	( ( Though ( ( the artist ) ( helped ( the professors ) ) ) ) ( , ( ( ( the president ) arrived ) . ) ) )	( ( The artist ) ( ( helped ( the professors ) ) . ) )	(ROOT (S (SBAR (IN Though) (S (NP (DT the) (NN artist)) (VP (VBD helped) (NP (DT the) (NN professors))))) (, ,) (S (NP (DT the) (NN president)) (VP (VBD arrived))) (. .)))	(ROOT (S (NP (DT The) (NN artist)) (VP (VBD helped) (NP (DT the) (NN professors))) (. .)))	Though the artist helped the professors , the president arrived .	The artist helped the professors .	ex25045	constituent	ce_embedded_under_since	temp59
